,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
10778,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34,14,0,0,0,Laborers,2.0,31.0,2.0,14.1,5.0
10779,M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,32,1,0,0,0,Drivers,3.0,5.0,2.0,1.1,3.0
10780,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0,0,0,0,job_less,2.0,58.0,2.0,-0.0,5.0
10781,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0,0,0,0,job_less,2.0,57.0,2.0,-0.0,3.0
10782,M,N,N,0,81000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,25,5,1,0,0,Core staff,1.0,33.0,2.0,5.8,4.0
10783,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60,0,0,0,0,job_less,2.0,7.0,0.0,-0.0,0.0
10784,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58,0,0,0,0,job_less,1.0,6.0,1.0,-0.0,1.0
10785,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,42,4,0,0,0,Laborers,2.0,39.0,2.0,4.42,5.0
10786,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,26,3,1,0,0,Laborers,3.0,28.0,0.0,3.35,0.0
10787,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40,4,0,0,0,Laborers,2.0,30.0,2.0,4.69,5.0
10788,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,0,0,job_less,1.0,36.0,2.0,-0.0,3.0
10789,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,28,2,0,1,0,Sales staff,3.0,38.0,2.0,2.96,4.0
10790,F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,32,0,0,0,1,Sales staff,3.0,47.0,2.0,0.51,5.0
10791,F,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,63,3,0,1,0,Security staff,1.0,51.0,2.0,3.38,3.0
10792,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,45,7,1,1,0,Realty agents,3.0,37.0,2.0,7.46,4.0
10793,M,N,Y,0,151200.0,Working,Higher education,Single / not married,House / apartment,22,0,0,0,0,Core staff,1.0,1.0,0.0,0.7,0.0
10794,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,35,11,0,0,0,Laborers,4.0,48.0,2.0,11.94,3.0
10795,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,0,0,0,job_less,2.0,16.0,1.0,-0.0,1.0
10796,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49,4,0,1,1,Sales staff,2.0,43.0,2.0,4.14,4.0
10797,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,35,0,0,0,0,Laborers,2.0,7.0,0.0,0.42,0.0
10798,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,0,0,job_less,2.0,18.0,2.0,-0.0,5.0
10799,M,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,49,6,1,1,0,Laborers,2.0,59.0,0.0,6.2,0.0
10800,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,1,1,1,Sales staff,2.0,9.0,2.0,0.85,3.0
10801,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,27,6,0,0,0,Drivers,2.0,7.0,0.0,6.08,0.0
10802,F,N,Y,1,76500.0,Working,Higher education,Separated,House / apartment,32,3,0,0,0,Core staff,2.0,30.0,2.0,3.05,4.0
10803,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,Laborers,4.0,11.0,2.0,1.26,3.0
10804,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,7,0,0,0,Laborers,4.0,37.0,2.0,7.01,4.0
10805,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,38,2,1,1,0,Laborers,4.0,20.0,2.0,2.81,2.0
10806,F,N,N,0,94500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,48,7,0,0,0,Security staff,1.0,43.0,2.0,7.02,5.0
10807,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,Rented apartment,28,6,0,0,0,Core staff,2.0,18.0,2.0,6.63,4.0
10808,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,41,19,1,1,0,High skill tech staff,3.0,13.0,1.0,19.89,1.0
10809,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,54,8,1,0,0,Core staff,2.0,45.0,1.0,8.63,1.0
10810,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0,0,0,0,job_less,1.0,51.0,2.0,-0.0,2.0
10811,F,Y,N,0,112500.0,Working,Higher education,Married,House / apartment,32,5,0,0,0,Laborers,2.0,26.0,2.0,5.85,4.0
10812,F,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,24,2,0,0,0,Core staff,1.0,10.0,2.0,2.79,4.0
10813,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,43,24,0,0,0,Private service staff,3.0,50.0,0.0,24.0,0.0
10814,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25,4,0,0,0,Security staff,2.0,49.0,1.0,4.8,1.0
10815,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,17,1,1,0,Core staff,2.0,27.0,2.0,17.04,5.0
10816,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,48,11,0,1,0,Sales staff,2.0,24.0,1.0,11.27,1.0
10817,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,36,6,0,0,0,Managers,4.0,27.0,2.0,6.79,2.0
10818,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,43,3,0,0,0,Medicine staff,2.0,19.0,2.0,3.58,5.0
10819,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,57,4,0,0,0,Sales staff,2.0,19.0,2.0,4.64,3.0
10820,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31,12,0,0,0,Managers,1.0,6.0,2.0,12.91,3.0
10821,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,2,0,0,0,Core staff,2.0,4.0,2.0,2.01,2.0
10822,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0,0,0,0,job_less,1.0,8.0,1.0,-0.0,1.0
10823,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,61,0,0,1,0,job_less,2.0,46.0,2.0,-0.0,5.0
10824,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,8,0,0,0,Sales staff,2.0,7.0,1.0,8.19,1.0
10825,M,Y,Y,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,48,2,0,0,0,Low-skill Laborers,2.0,20.0,2.0,2.8,5.0
10826,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,45,6,0,0,0,Core staff,2.0,52.0,1.0,6.56,1.0
10827,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31,0,1,1,0,Core staff,4.0,14.0,1.0,0.28,1.0
10828,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57,0,0,0,0,job_less,2.0,27.0,2.0,-0.0,5.0
10829,M,Y,N,2,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,1,1,0,0,Laborers,4.0,6.0,2.0,1.84,3.0
10830,F,N,Y,0,72000.0,State servant,Secondary / secondary special,Married,House / apartment,45,15,0,0,0,Core staff,2.0,44.0,2.0,15.78,5.0
10831,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,1,0,0,Laborers,3.0,27.0,2.0,1.75,4.0
10832,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4,0,1,0,Sales staff,3.0,29.0,2.0,4.8,4.0
10833,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,58,0,0,0,0,job_less,2.0,13.0,2.0,-0.0,5.0
10834,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,0,0,1,0,job_less,1.0,8.0,1.0,-0.0,1.0
10835,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,15,0,1,0,Security staff,2.0,53.0,1.0,15.09,1.0
10836,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,29,9,0,1,0,Secretaries,3.0,30.0,2.0,9.78,5.0
10837,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,1,0,job_less,2.0,10.0,2.0,-0.0,5.0
10838,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,33,4,0,0,0,Laborers,2.0,52.0,2.0,4.01,3.0
10839,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,0,0,1,0,job_less,2.0,42.0,2.0,-0.0,5.0
10840,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,7,1,1,0,Drivers,3.0,14.0,2.0,7.85,4.0
10841,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,8,0,0,0,Sales staff,1.0,40.0,2.0,8.05,2.0
10842,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0,0,0,0,job_less,2.0,55.0,2.0,-0.0,5.0
10843,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,25,2,0,1,0,IT staff,2.0,9.0,1.0,2.63,1.0
10844,M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,2,0,0,0,Sales staff,4.0,4.0,2.0,2.09,2.0
10845,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,28,4,1,0,0,Core staff,2.0,30.0,1.0,4.69,1.0
10846,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,0,1,0,job_less,2.0,36.0,2.0,-0.0,4.0
10847,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,46,0,1,0,0,Core staff,2.0,20.0,2.0,0.27,3.0
10848,F,Y,Y,0,387000.0,Working,Higher education,Married,House / apartment,56,1,1,0,0,Managers,2.0,30.0,1.0,1.72,1.0
10849,M,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,28,8,1,0,1,Managers,2.0,8.0,2.0,8.21,3.0
10850,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,24,2,0,0,0,Sales staff,1.0,14.0,1.0,2.85,1.0
10851,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,28,2,0,0,0,Core staff,2.0,22.0,2.0,2.84,3.0
10852,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,45,3,0,0,0,Core staff,2.0,9.0,2.0,3.7,3.0
10853,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,1,0,0,0,Laborers,1.0,0.0,0.0,1.35,0.0
10854,F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55,0,0,0,0,job_less,1.0,3.0,1.0,-0.0,1.0
10855,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60,0,0,0,0,job_less,2.0,25.0,1.0,-0.0,1.0
10856,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,26,2,0,0,0,Laborers,2.0,13.0,2.0,2.88,2.0
10857,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,39,3,0,1,0,Cooking staff,3.0,3.0,2.0,3.58,2.0
10858,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,28,7,0,0,1,Core staff,3.0,29.0,1.0,7.6,1.0
10859,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,34,1,0,1,0,Accountants,4.0,12.0,2.0,1.19,4.0
10860,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,1,1,0,Cleaning staff,2.0,53.0,1.0,18.52,1.0
10861,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67,0,0,0,0,job_less,1.0,18.0,2.0,-0.0,5.0
10862,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55,2,0,0,0,Laborers,2.0,29.0,2.0,2.86,2.0
10863,F,N,Y,2,202500.0,Working,Lower secondary,Married,House / apartment,36,14,0,0,1,Laborers,4.0,52.0,2.0,14.26,2.0
10864,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,30,8,1,1,0,Core staff,4.0,38.0,2.0,8.05,5.0
10865,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40,14,1,0,0,Laborers,2.0,47.0,1.0,14.75,1.0
10866,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,35,2,1,1,0,Drivers,2.0,11.0,1.0,2.01,1.0
10867,M,N,N,0,135000.0,Working,Higher education,Single / not married,With parents,27,1,1,1,0,Core staff,1.0,9.0,0.0,1.45,0.0
10868,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,58,2,0,0,0,Medicine staff,2.0,9.0,1.0,2.21,1.0
10869,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,7,1,0,0,Drivers,1.0,25.0,2.0,7.88,4.0
10870,M,N,Y,0,99000.0,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,29,1,0,0,0,Laborers,2.0,43.0,2.0,1.56,4.0
10871,F,Y,Y,0,387000.0,Working,Higher education,Married,House / apartment,56,1,1,0,0,Managers,2.0,33.0,1.0,1.72,1.0
10872,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,44,2,0,0,0,Sales staff,2.0,15.0,2.0,2.7,3.0
10873,F,N,N,1,36000.0,Working,Secondary / secondary special,Married,Rented apartment,36,15,1,0,0,Laborers,3.0,1.0,1.0,15.19,1.0
10874,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,26,4,1,1,0,Laborers,3.0,10.0,2.0,4.96,2.0
10875,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,0,1,job_less,2.0,18.0,1.0,-0.0,1.0
10876,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,38,6,1,1,0,Core staff,4.0,9.0,2.0,6.01,3.0
10877,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48,6,0,0,0,Laborers,2.0,47.0,2.0,6.81,3.0
10878,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,28,5,0,0,0,High skill tech staff,3.0,37.0,1.0,5.93,1.0
10879,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,50,9,0,0,0,Laborers,2.0,7.0,0.0,9.85,0.0
10880,M,N,N,1,270000.0,Working,Higher education,Married,House / apartment,27,4,1,0,0,High skill tech staff,3.0,20.0,2.0,4.04,4.0
10881,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,11,0,0,0,Core staff,2.0,30.0,2.0,11.04,4.0
10882,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,36,6,0,0,0,Managers,4.0,47.0,2.0,6.79,2.0
10883,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,37,3,0,0,0,Laborers,1.0,1.0,1.0,3.8,1.0
10884,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,50,15,1,0,0,Laborers,4.0,21.0,0.0,15.54,0.0
10885,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,9,0,0,0,Laborers,4.0,58.0,2.0,9.3,4.0
10886,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,0,0,job_less,1.0,2.0,1.0,-0.0,1.0
10887,M,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,1,1,1,0,Laborers,3.0,52.0,2.0,1.99,3.0
10888,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43,4,1,1,0,Sales staff,2.0,36.0,1.0,4.18,1.0
10889,F,N,N,0,67500.0,Commercial associate,Higher education,Married,House / apartment,30,1,0,0,0,Sales staff,2.0,44.0,2.0,1.12,5.0
10890,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,27,2,0,0,0,Sales staff,3.0,52.0,2.0,2.66,3.0
10891,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,34,7,0,0,0,Security staff,2.0,11.0,2.0,7.59,3.0
10892,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,44,6,0,0,0,Cleaning staff,2.0,58.0,2.0,6.13,4.0
10893,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,37,3,1,1,0,Laborers,2.0,23.0,2.0,3.55,3.0
10894,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31,0,1,1,0,Core staff,4.0,23.0,2.0,0.28,2.0
10895,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,30,6,0,0,0,Laborers,3.0,29.0,2.0,6.63,2.0
10896,F,Y,Y,3,54000.0,Working,Secondary / secondary special,Married,House / apartment,34,5,0,0,0,Laborers,5.0,51.0,0.0,5.64,0.0
10897,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,31,6,0,0,0,Core staff,3.0,37.0,2.0,6.38,2.0
10898,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67,0,0,0,0,job_less,1.0,46.0,2.0,-0.0,5.0
10899,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,39,0,0,0,0,Core staff,1.0,55.0,2.0,0.83,2.0
10900,M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40,10,1,0,0,Low-skill Laborers,1.0,23.0,1.0,10.03,1.0
10901,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,26,0,1,1,0,Sales staff,2.0,36.0,1.0,0.52,1.0
10902,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,0,0,0,job_less,2.0,12.0,2.0,-0.0,3.0
10903,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,31,3,1,1,0,Cleaning staff,3.0,23.0,0.0,3.3,0.0
10904,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48,10,0,0,0,Security staff,2.0,6.0,1.0,10.73,1.0
10905,F,N,N,0,94500.0,Working,Secondary / secondary special,Widow,Rented apartment,61,2,0,0,1,Sales staff,1.0,56.0,2.0,2.27,4.0
10906,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,10,1,0,0,Drivers,2.0,42.0,2.0,10.77,3.0
10907,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,56,7,0,1,0,Managers,1.0,7.0,1.0,7.51,1.0
10908,F,N,Y,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,49,13,0,0,0,Sales staff,2.0,11.0,0.0,13.72,0.0
10909,F,Y,Y,0,396000.0,Commercial associate,Higher education,Married,House / apartment,51,9,0,0,0,Managers,2.0,16.0,0.0,9.73,0.0
10910,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,40,0,0,0,1,Core staff,3.0,42.0,2.0,0.64,5.0
10911,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46,21,0,0,1,Laborers,2.0,29.0,2.0,21.47,2.0
10912,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,1,0,job_less,2.0,2.0,1.0,-0.0,1.0
10913,M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,27,3,0,0,0,Laborers,1.0,23.0,1.0,3.23,1.0
10914,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,4,0,1,0,Core staff,2.0,56.0,2.0,4.8,4.0
10915,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46,8,1,1,0,Core staff,2.0,12.0,2.0,8.27,3.0
10916,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,66,0,0,0,0,job_less,2.0,60.0,1.0,-0.0,1.0
10917,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,1,0,job_less,2.0,53.0,2.0,-0.0,3.0
10918,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,50,5,0,0,1,Laborers,1.0,4.0,2.0,5.62,2.0
10919,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,40,1,1,1,0,Sales staff,2.0,1.0,1.0,1.3,1.0
10920,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,0,0,0,job_less,2.0,40.0,2.0,-0.0,3.0
10921,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,28,2,1,1,0,Core staff,2.0,17.0,2.0,2.22,3.0
10922,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,41,10,0,1,0,Managers,2.0,43.0,2.0,10.01,3.0
10923,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,46,28,0,1,0,Laborers,2.0,38.0,2.0,28.39,4.0
10924,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56,1,0,0,0,Sales staff,2.0,50.0,0.0,1.81,0.0
10925,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51,8,1,0,0,Cooking staff,2.0,45.0,1.0,8.64,1.0
10926,F,N,N,3,112500.0,Working,Higher education,Married,House / apartment,33,8,0,0,0,Laborers,5.0,22.0,0.0,8.44,0.0
10927,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,38,8,0,1,0,Laborers,2.0,50.0,2.0,8.68,3.0
10928,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,55,1,0,0,0,Cleaning staff,2.0,25.0,2.0,1.64,3.0
10929,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38,9,1,1,0,High skill tech staff,3.0,46.0,1.0,9.18,1.0
10930,F,N,N,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,14,0,0,0,Laborers,3.0,19.0,2.0,14.29,4.0
10931,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,0,0,0,job_less,2.0,36.0,1.0,-0.0,1.0
10932,F,N,Y,2,153000.0,Working,Higher education,Married,House / apartment,29,2,1,1,0,Sales staff,4.0,38.0,1.0,2.77,1.0
